yt_id,start_seconds,end_seconds,r_label
G5lZeJF0rF8,300.0,310.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
G772UJoUjBc,160.0,170.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
G868iB_V64w,30.0,40.0,"Fire engine, fire truck (siren),Engine,Truck,Vehicle,Heavy engine (low frequency)"
GAC_0B8mwiM,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
GBMKQiOqzho,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
GC5Ea9wsrhk,140.0,150.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle,Vehicle horn, car horn, honking,Traffic noise, roadway noise"
GDqLcx2hO30,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle,Car"
GDqvUs7LguM,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
GFASdOJKW08,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Outside, urban or manmade"
GFVvJkp8fuk,30.0,40.0,"Fire engine, fire truck (siren)"
GHHW2BnIfIg,2.0,12.0,"Fire engine, fire truck (siren),Truck,Vehicle"
GH_-l0dCs1A,30.0,40.0,"Fire engine, fire truck (siren),Engine,Speech"
GHtVvL0-Y4c,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
GInyDWdPUrI,30.0,40.0,"Fire engine, fire truck (siren),Speech"
GLCfWZmwm3s,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
GNBCeZdOAjM,16.0,26.0,"Fire engine, fire truck (siren),Speech"
GQ-c78uJEys,4.0,14.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GT_4vyc3NdQ,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech"
GTpfSPTwYQc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
GU339RaWTmc,3.0,13.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
GVZwmzYJaoU,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Speech"
GVrspqytLM0,100.0,110.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GXEu5K_eEaQ,23.0,33.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
GXwDxbVPhpQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GZftuGi6BwU,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Gbb-4Nb4bqM,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Fire,Emergency vehicle,Toot,Truck,Vehicle,Speech"
GcTomzioGUA,160.0,170.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GdOCO0vr9Tk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
GfI9nlrklwY,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GfLOs-YSL6o,3.0,13.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
GjKctchIsAg,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
Gkwg_8xPWVA,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
GltuUT-8Hmc,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
Gm39d1zGMGM,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle,Speech"
GnG0is6aoqE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Go4TOy0z6tg,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GoJN-lNjk1s,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Heavy engine (low frequency)"
Gq6r9q0i8Js,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GuYkCDjaPHI,330.0,340.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
GvtJ_5Ab5eA,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Gxk7UK4BhhQ,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
H-Ty36rLWGs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
H-WqTk6rgKU,190.0,200.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
H0NKU8-RsjA,420.0,430.0,"Fire engine, fire truck (siren),Fire,Emergency vehicle,Vehicle,Speech"
H5MRGb0ndog,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren),Music,Speech,Fire alarm"
H5WUD44jMJE,15.0,25.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
H6GMg3Qn5ZM,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
H6fKHDon36s,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
H7ZugYM2-gM,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
H9xQQVv3ElI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
HBGIZG3hepI,0.0,5.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HBL9xbmC4Po,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HBRkwEQiWig,30.0,40.0,"Fire engine, fire truck (siren)"
HCDN5S9NLdE,40.0,50.0,"Fire engine, fire truck (siren),Vehicle"
HEz2dGGxIjo,30.0,40.0,"Fire engine, fire truck (siren),Siren,Vehicle,Speech"
HFIpC36Mfzc,10.0,20.0,"Fire engine, fire truck (siren),Speech"
HGohY17_GEU,15.0,25.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HHyhq6pViU8,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Outside, urban or manmade"
HJ2nHg7_N00,90.0,100.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HJmHXIpcSkg,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
HJn3DWoMfaU,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HKNmrYc9Rao,500.0,510.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
HLbz-0aG1vk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HLxKLhB0zHI,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HNLuV_SiyCA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HNZ7jRMeGZU,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle"
HO_p0kViKG8,8.0,18.0,"Fire engine, fire truck (siren)"
HQjeyfs0C9w,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
HROgX8ab-_w,30.0,40.0,"Fire engine, fire truck (siren),Siren,Vehicle"
HRbY9RGGAG8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HTMucjCV7KM,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HU0Fcrt2BQU,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
HWJDsydgYF4,25.0,35.0,"Fire engine, fire truck (siren),Vehicle"
HZpVZyaM3Pk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
H_VpJUoVtI4,5.0,15.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
H_Wgu5Drv_A,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Ha0LiiMLJz0,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HaKaWdQA2lE,1.0,11.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Hc_T-fFFa0I,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
HdJyyHDAzbI,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
Hi08OmbZWPk,13.0,23.0,"Fire engine, fire truck (siren),Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
HlbmecOoL1E,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HmIvY1aOX0w,0.0,9.0,"Fire engine, fire truck (siren),Vehicle"
HmVzX2pSsk8,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HnwbgnyMSmo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Vehicle,Speech"
Hpm0MqGUCGs,60.0,70.0,"Fire engine, fire truck (siren)"
Hr9X6IfL69k,360.0,370.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Ht-dAdE1HPU,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HwpJ50YhJUI,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
HxNRfzIacPg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
HxaO4cRN-wM,25.0,35.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Hy2lIAoDNc4,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
Hy6ACbSCZW4,30.0,40.0,"Fire engine, fire truck (siren),Music,Truck,Vehicle,Speech"
HyT3-qeMbkg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Hz_MKXPAzfo,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
I0cp1SlHt3c,60.0,70.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Truck,Vehicle"
I1kZlROtcyM,0.0,7.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
I5kCkz6X_dI,30.0,40.0,"Fire engine, fire truck (siren),Engine,Idling,Truck,Vehicle,Speech"
I74QGuP_QD8,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
I8A6aOgL3t4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
I8RA1krDJZc,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
I9csep0GAZ4,0.0,6.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
I9yRqFLqq3U,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
IA7HA1NMPGg,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Police car (siren),Vehicle"
IBMvk_1Aycc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
IC_mi_DoSKU,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech"
ICyrDZGoSP0,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
IEAY7zI6gb4,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
IEWrOBxSDPY,40.0,50.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
IElLdnWk_xc,0.0,10.0,"Fire engine, fire truck (siren),Speech"
IFqquZRoG9o,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Car"
IJ8SULSXbBo,130.0,140.0,"Fire engine, fire truck (siren),Fire,Emergency vehicle,Outside, urban or manmade"
IJvr-LmQL6c,80.0,90.0,"Fire engine, fire truck (siren),Music"
IM99UkhsKmo,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
INCMXlCDxBs,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
IPfaRF76gVU,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
IQe96hYVDIE,30.0,40.0,"Fire engine, fire truck (siren),Speech"
IRROtxNE3qU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
IRwYtMQAMJ4,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech,Car"
IVwqSTY575I,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Idling,Accelerating, revving, vroom,Vehicle"
IWcxNL3xUlY,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
IYijWIvl4Mw,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
IZhAnCP4ivs,23.0,33.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
IZoxOwXlzMI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
IclFv7GGoDI,40.0,50.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
IfUf0M4bMIg,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
IhiVemueAo8,24.0,34.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
IlzSBZtOnp4,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ImnsOr1drZU,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
IpMWBR4a3q0,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren)"
Ipc1hgXDMXY,530.0,540.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Traffic noise, roadway noise"
IqEcIqvweJM,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
IrhFAaqxmKM,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Air horn, truck horn,Truck,Vehicle,Speech"
IsiL-hAFkVk,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Iu6HcrvGIh0,30.0,40.0,"Fire engine, fire truck (siren)"
IuUbsR7kOQ0,18.0,28.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
IvfaKPDWC00,160.0,170.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
Iy-JwTZQlpo,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Iy34Nx5f5E0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Iyx7NfsN_6k,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
IzcOSItlKJk,17.0,27.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
J-VpuqI34X0,20.0,30.0,"Fire engine, fire truck (siren)"
J0pf4bXYCFU,280.0,290.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
J0yMeUnrYNw,170.0,180.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech"
J1FpUv23gBE,130.0,140.0,"Fire engine, fire truck (siren),Truck,Vehicle"
J1SlF76LeSE,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
J1XyQWvlhYQ,60.0,70.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
J1xow2p1ncE,15.0,25.0,"Fire engine, fire truck (siren),Vehicle"
J2iZCc5YF2I,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle,Car"
J5AUvctDH_Q,21.0,31.0,"Ambulance (siren),Fire engine, fire truck (siren),Police car (siren)"
J6Be3QtEVTE,20.0,30.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
JAd8yYJNwok,0.0,10.0,"Fire engine, fire truck (siren)"
JBUynvtLCho,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
JE16CYOxfw8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Truck,Vehicle"
JF1ijl5xZBA,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
JFhh9kbPYWg,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
JHZ4I2VEp6E,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
JHvkoaB1LGo,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech"
JIkMRXshKZw,30.0,40.0,"Fire engine, fire truck (siren)"
JLiMTvMwu8Q,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Outside, urban or manmade"
JM_8oyNq7c0,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Medium engine (mid frequency)"
JQOpADt-bqs,0.0,10.0,"Fire engine, fire truck (siren),Speech,Outside, urban or manmade"
JSuUyOociUo,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
JTWHfW9Doyg,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Traffic noise, roadway noise,Car"
JTnBaQjwJiA,30.0,40.0,"Fire engine, fire truck (siren)"
JTwUfE8eqm8,44.0,54.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
JUZPE2rLpeg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
JWhluDEyHfM,29.0,39.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
JYXGX1E4B2o,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Traffic noise, roadway noise"
J_j9DJXCXg4,10.0,20.0,"Fire engine, fire truck (siren)"
JabTCXzSURA,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
Jc7T3JCmvQ8,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Jd8mi2kj01Y,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
JeR32IfDgdc,180.0,190.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
JfH2WEX21AY,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
JfHyprIGuls,2.0,12.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
JhrIt5lTH4M,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
JjUxwv0FNUw,20.0,30.0,"Fire engine, fire truck (siren),Truck,Vehicle"
JjpiOc3vhfU,30.0,40.0,"Fire engine, fire truck (siren),Truck,Speech"
Jk7rkKUtao4,50.0,60.0,"Fire engine, fire truck (siren),Fire,Vehicle"
Jkr3u5LAUmg,12.0,22.0,"Fire engine, fire truck (siren),Truck,Vehicle,Car"
Jmn5vIHJJ5Q,0.0,10.0,"Fire engine, fire truck (siren),Skateboard"
JmzdTRMNidw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
Jo9dOLIQy8I,60.0,70.0,"Fire engine, fire truck (siren)"
JoBgHQTCUok,380.0,390.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
Jssf3wwHvhw,30.0,40.0,"Fire engine, fire truck (siren)"
JvtJafePL0E,100.0,110.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
K-2QuVtOaR8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
K-H_VCvHxRg,20.0,30.0,"Fire engine, fire truck (siren),Vehicle,Outside, urban or manmade"
K39t7Rejk3I,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Car"
K4pLO017YM8,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
K5_U6mi3TUo,30.0,40.0,"Fire engine, fire truck (siren)"
K75cKmUPdpw,27.0,37.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
K7tyTEkHoXQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
K9GSIzTpA4c,22.0,32.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
K9wg8ya4nu8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
KBCNpSijzrA,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KEI_w7rypvQ,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KFMiURDfHOs,9.0,19.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
KHkoi6ACY04,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
KHthZAyJOLY,27.0,37.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Car"
KJFzVe7weEo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KJH5EAQkRlo,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
KJLuRZXmZlk,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
KMdp3n5GwSs,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KNJQJDsu_y8,20.0,30.0,"Fire engine, fire truck (siren),Truck,Vehicle"
KNwIRzrrmUc,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
KOeYjCH0zdY,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
KPiQDjDh1x0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
KRQ9GwY_j7o,30.0,40.0,"Fire engine, fire truck (siren),Speech"
KRuaJZMrBoE,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
KS7WeidmEcg,13.0,23.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle,Speech"
KSNhDRpTOR4,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KUh5Cam0c7g,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
KXq3jYLxLOs,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
KYpnYTBj4V8,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
Ka9tkVDcN08,410.0,420.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech"
Kalum2MqRo4,130.0,140.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
KbCaM4d0KQs,10.0,20.0,"Fire engine, fire truck (siren),Siren,Truck,Vehicle"
KbfRp2vMwzo,370.0,380.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KbtkoFDhXAI,17.0,27.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
KfDo23pb9Zo,29.0,39.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Car"
KfKQZi4E9qM,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Speech"
Ki9O-oHj_Mk,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KjlVlo7UaC0,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KlRGLudTo4E,0.0,9.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
KnwnInUnO8s,290.0,300.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech,Outside, urban or manmade"
Kooo59y6aVk,21.0,31.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle"
KsI_jehuxKU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
KssP11ChM1g,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
Kv2YXeA6lCw,18.0,28.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Kv765ulCFRQ,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
Kv9655huM44,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Outside, rural or natural"
KvJuBGIBNnM,30.0,40.0,"Fire engine, fire truck (siren),Engine,Truck,Vehicle,Heavy engine (low frequency)"
Kx4eWk7PDes,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Medium engine (mid frequency)"
KyMrUwDF-RE,30.0,40.0,"Fire engine, fire truck (siren),Siren,Vehicle,Speech"
KzVbtKSVoQM,0.0,7.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
KzoJpKd2tkA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
L-BvWIVUhlA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
L-Xz771pxIk,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
L0nfSJ0hjTI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle,Speech,Medium engine (mid frequency)"
L0s_M4x_Wu8,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
L0vvpdmSFpA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
L19iNwKlzk0,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Police car (siren),Truck,Vehicle"
L1cA2WRRekc,21.0,31.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Speech,Medium engine (mid frequency)"
L2GiXwv5ecI,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
L2qTANvxKQI,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
L3AbNtuTEJ0,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
L4IwN_y03GE,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
L8to_pCSL7Y,40.0,50.0,"Fire engine, fire truck (siren),Truck,Vehicle,Traffic noise, roadway noise"
L9Km8egV0Tc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
LA8WzNu7zBI,250.0,260.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Outside, rural or natural"
LB5zwBmY7tU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
LD9mzdLBFBY,120.0,130.0,"Fire engine, fire truck (siren)"
LDIRUAR1cxc,20.0,30.0,"Fire engine, fire truck (siren)"
LGLsLYoQpng,30.0,40.0,"Fire engine, fire truck (siren),Siren,Civil defense siren"
LGWSVZas5eQ,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Air horn, truck horn,Truck,Vehicle"
LHWv2UZABpE,30.0,40.0,"Fire engine, fire truck (siren),Truck"
LLo5lmTdGGk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
